,代码,名称,最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润,总市值
35,600048,保利地产,11.99,11.14,1.32,7,1411亿,25.67,950亿,180亿,0.81,7943亿,182亿,9.06,16.04,761亿,6.4,32.69,8570亿,7943亿,33.9亿,4790万,79.87,165亿,6845亿,4481亿,2365亿,1.38,96.0亿,1426亿
36,600050,中国联通,5.36,35.95,1.19,17,1136亿,6.77,2197亿,107亿,0.11,897亿,105亿,4.49,164.5,330亿,1.06,26.99,5503亿,897亿,3398亿,258亿,42.72,794亿,2351亿,2136亿,214亿,2.56,34.7亿,1663亿
37,600051,宁波联合,5.73,16.61,0.77,18,17.8亿,-32.89,30.8亿,1.59亿,0.26,51.6亿,1.60亿,7.47,-22.04,13.6亿,4.38,12.93,71.6亿,51.6亿,6.38亿,9063万,65.24,1.47亿,46.7亿,42.6亿,4.15亿,0.47,8045万,17.8亿
38,600052,浙江广厦,3.07,18.56,1.1,7,26.8亿,153.58,5.02亿,1.01亿,0.12,55.0亿,1.01亿,2.78,170.57,8.10亿,0.93,17.01,69.6亿,55.0亿,193万,12.7万,65.19,1.58亿,45.4亿,45.4亿,400万,0.18,1.08亿,26.8亿
39,600053,九鼎投资,22.7,43.72,4.82,19,98.4亿,30.65,5.97亿,1.81亿,0.39,32.8亿,1.82亿,4.71,22.24,13.4亿,3.1,93.87,50.5亿,32.8亿,3925万,73.0万,58.42,1.89亿,29.5亿,23.3亿,6.23亿,0.44,1.69亿,98.4亿
40,600054,黄山旅游,9.66,12.86,1.74,20,49.6亿,-9.64,11.9亿,5.85亿,0.56,21.5亿,5.84亿,5.57,22.95,23.1亿,3.1,57.13,48.0亿,21.5亿,16.8亿,1.85亿,10.25,5.02亿,4.92亿,3.83亿,1.09亿,0.67,4.21亿,72.2亿
41,600055,万东医疗,10.1,46.34,2.87,21,49.0亿,15.7,6.20亿,1.01亿,0.16,13.3亿,1.01亿,3.52,40.03,4.33亿,0.8,44.46,23.3亿,13.3亿,1.88亿,4127万,15.45,8.22亿,3.60亿,3.16亿,4331万,1.52,8840万,54.6亿
42,600056,中国医药,12.5,8.08,1.59,22,127亿,2.71,222亿,17.6亿,1.16,207亿,18.7亿,7.85,23.08,46.2亿,4.32,22.01,256亿,207亿,17.2亿,2.93亿,60.85,20.3亿,156亿,135亿,20.9亿,1.9,12.4亿,134亿
43,600057,厦门象屿,4.31,8.52,0.98,23,92.1亿,18.49,1707亿,13.9亿,0.38,454亿,15.0亿,4.38,65.47,27.8亿,1.29,2.63,616亿,454亿,72.2亿,19.3亿,69.47,44.2亿,428亿,369亿,58.3亿,2.05,8.19亿,93.0亿
44,600058,五矿发展,6.84,-13.9,1.61,24,73.3亿,-7.19,397亿,-1.80亿,-0.37,182亿,-4.37亿,4.26,-1133.93,-16.6亿,-1.55,3.73,218亿,182亿,12.4亿,6.42亿,66.94,41.8亿,146亿,140亿,6.30亿,3.9,-3.96亿,73.3亿
45,600059,古越龙山,6.82,36.05,1.37,25,55.1亿,7.42,12.7亿,1.44亿,0.14,29.0亿,1.53亿,4.96,11.94,10.9亿,1.35,35.75,44.6亿,29.0亿,12.6亿,1.35亿,9.39,18.8亿,4.19亿,4.14亿,530万,2.33,1.15亿,55.1亿
46,600060,海信电器,8.63,23.25,0.81,26,113亿,3.77,246亿,4.55亿,0.28,235亿,4.66亿,10.63,-39.26,86.7亿,6.62,14.91,274亿,235亿,12.9亿,6.99亿,45.14,24.8亿,124亿,105亿,18.4亿,1.89,3.64亿,113亿
47,600061,国投资本,9.68,27.95,1.12,12,404亿,10.19,80.6亿,18.2亿,0.26,1345亿,18.2亿,8.67,-43.03,92.4亿,2.18,2.05,1606亿,1345亿,2.81亿,7.10亿,75.14,207亿,1207亿,934亿,273亿,4.9,11.0亿,409亿
48,600062,华润双鹤,11.66,10.81,1.58,22,96.0亿,32.66,63.1亿,10.2亿,0.81,51.3亿,10.2亿,7.39,16.43,61.1亿,5.86,64.69,103亿,51.3亿,24.2亿,10.9亿,24.06,1.49亿,24.7亿,21.6亿,3.09亿,0.14,8.44亿,122亿
49,600063,皖维高新,2.56,26.78,1.07,27,49.3亿,27.44,43.7亿,1.59亿,0.07,32.6亿,1.63亿,2.4,24.59,4.48亿,0.23,16.01,93.7亿,32.6亿,48.5亿,3.41亿,50.57,16.0亿,47.4亿,35.9亿,11.5亿,0.83,1.38亿,49.3亿
50,600064,南京高科,7.84,9.12,0.95,7,96.9亿,36.47,26.0亿,10.4亿,0.64,126亿,10.4亿,8.28,46.94,41.9亿,3.39,49.33,259亿,126亿,3.50亿,5803万,57.67,1.23亿,149亿,135亿,14.0亿,0.1,7.97亿,96.9亿
51,600065,*ST联谊,----,----,----,2,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
52,600066,宇通客车,12.22,16.94,1.85,6,271亿,2,194亿,13.7亿,0.54,284亿,14.2亿,6.59,-37.04,88.2亿,3.98,23.64,372亿,284亿,37.4亿,15.2亿,57.86,12.8亿,215亿,195亿,21.0亿,0.58,12.0亿,271亿
53,600067,冠城大通,3.73,13.67,0.76,7,55.7亿,2.11,49.4亿,6.37亿,0.2,182亿,6.55亿,4.92,-41.95,42.4亿,2.84,32.04,239亿,182亿,14.2亿,4.68亿,64.34,12.3亿,154亿,100亿,53.9亿,0.82,3.05亿,55.7亿
54,600068,葛洲坝,6.43,7.97,1.16,16,296亿,-9.27,674亿,49.4亿,0.61,1310亿,50.5亿,5.56,7.64,120亿,2.6,16.44,2116亿,1310亿,145亿,153亿,74.47,76.5亿,1576亿,1086亿,490亿,1.66,27.9亿,296亿
55,600069,银鸽投资,3.1,260.77,2.37,28,50.3亿,1.45,21.5亿,257万,0.01,20.8亿,697万,1.31,-10.9,-10.7亿,-0.66,8.31,40.5亿,20.8亿,15.4亿,1.59亿,49.94,15.0亿,20.2亿,17.5亿,2.70亿,0.92,1448万,50.3亿
56,600070,浙江富润,6.74,18.58,1.5,29,27.1亿,26.71,17.2亿,2.33亿,0.27,19.6亿,2.33亿,4.5,8.64,3.24亿,0.62,20.37,39.2亿,19.6亿,3.77亿,8420万,32.2,11.1亿,12.6亿,9.65亿,2.96亿,2.12,1.42亿,35.2亿
57,600071,凤凰光学,8.26,-345.52,4.68,30,19.6亿,-1.15,5.62亿,-95.9万,-0.02,5.59亿,23.0万,1.77,87.99,811万,0.03,13.78,9.75亿,5.59亿,3.22亿,1723万,47.18,1.04亿,4.60亿,4.51亿,863万,0.44,-426万,19.6亿
58,600072,中船科技,7.64,1601.67,1.54,31,45.9亿,-17.35,22.6亿,-2821万,0,53.5亿,-1926万,4.97,-84.19,2.69亿,0.37,10.41,114亿,53.5亿,3.85亿,1.08亿,64.52,24.4亿,73.3亿,48.4亿,25.0亿,3.31,263万,56.2亿
59,600073,上海梅林,7.32,17.05,1.8,32,68.6亿,-0.58,168亿,4.42亿,0.32,68.4亿,4.53亿,4.08,0.82,9.49亿,1.01,12.76,108亿,68.4亿,24.2亿,1.12亿,46.27,19.2亿,49.9亿,40.6亿,9.23亿,2.04,3.02亿,68.6亿
60,600074,*ST保千,1.21,-6.03,-0.79,33,12.4亿,-96.1,1.16亿,-3.75亿,-0.15,12.4亿,-3.75亿,-1.53,-190.85,-66.2亿,-2.72,20.87,18.5亿,12.4亿,2.40亿,6445万,292.2,7.12亿,54.0亿,42.0亿,12.0亿,0.29,-3.67亿,29.5亿
61,600075,新疆天业,4.84,11.21,1.02,34,40.3亿,1.71,35.4亿,3.68亿,0.32,23.7亿,3.70亿,4.74,-38.36,20.5亿,2.11,27.26,90.5亿,23.7亿,52.3亿,5.23亿,44.62,13.3亿,40.4亿,28.7亿,11.7亿,1.37,3.15亿,47.1亿
62,600076,康欣新材,4.21,9.03,1.2,35,43.5亿,47.25,18.8亿,3.87亿,0.35,29.1亿,3.99亿,3.52,3.98,19.9亿,1.92,30.79,56.0亿,29.1亿,9.61亿,11.9亿,34.22,5.15亿,19.2亿,15.1亿,4.06亿,0.5,3.62亿,43.5亿
63,600077,宋都股份,2.73,16.05,0.94,7,36.6亿,61.15,15.6亿,2.42亿,0.13,215亿,2.43亿,2.89,992.46,19.5亿,1.46,47.25,244亿,215亿,6083万,216万,81.97,3.98亿,200亿,164亿,35.8亿,0.3,1.71亿,36.6亿
64,600078,澄星股份,3.36,420.51,1.2,36,22.3亿,-0.74,22.6亿,3014万,0.01,41.6亿,3254万,2.81,-90.51,6.54亿,0.99,13.72,76.3亿,41.6亿,21.9亿,2.15亿,72.25,3.90亿,55.1亿,48.4亿,6.73亿,0.59,397万,22.3亿
65,600079,人福医药,9.33,14.61,1.06,22,120亿,26.71,135亿,13.5亿,0.48,161亿,13.1亿,8.78,-66.57,52.4亿,3.87,39.88,369亿,161亿,41.0亿,29.8亿,53.38,49.3亿,197亿,151亿,45.4亿,3.64,6.48亿,126亿
66,600080,金花股份,6.89,55.33,1.45,22,21.0亿,-0.44,5.47亿,4193万,0.09,9.30亿,4165万,4.74,20.85,4.72亿,1.26,67.42,20.0亿,9.30亿,3.59亿,6737万,11.7,8.12亿,2.34亿,2.29亿,530万,2.17,3486万,25.7亿
67,600081,东风科技,7.83,15.28,1.85,6,24.6亿,4.88,44.9亿,2.56亿,0.38,34.1亿,2.53亿,4.24,-3.99,8.61亿,2.74,15.81,53.1亿,34.1亿,11.6亿,1.56亿,64.28,1523万,34.1亿,33.6亿,5011万,0.05,1.21亿,24.6亿
68,600082,海泰发展,4.54,2041.83,1.74,7,28.8亿,14.26,4.56亿,-1.96万,0,32.9亿,917万,2.6,102.48,5.20亿,0.8,18.09,33.8亿,32.9亿,407万,0,50.28,4.13亿,17.0亿,13.2亿,3.77亿,0.64,108万,29.3亿
69,600083,博信股份,16.8,195.21,48.81,16,38.3亿,2920.96,16.1亿,2145万,0.06,7.34亿,2145万,0.34,3192.1,-2.52亿,-1.1,3.31,7.36亿,7.34亿,121万,3.24万,89.24,9574万,6.57亿,6.56亿,36.9万,0.42,1485万,38.6亿
70,600084,中葡股份,3.05,-30.65,1.52,25,34.3亿,-4.39,2.84亿,-8601万,-0.07,22.2亿,-8594万,2.01,-14.99,-16.3亿,-1.45,34.69,28.3亿,22.2亿,1.93亿,1.24亿,20.64,26.8亿,5.84亿,5.79亿,492万,2.38,-8387万,34.3亿
71,600085,同仁堂,26.96,32.63,4.12,22,370亿,7.09,105亿,17.7亿,0.62,160亿,17.8亿,6.55,3.72,49.1亿,3.58,48.22,203亿,160亿,19.3亿,3.41亿,30.12,20.1亿,61.0亿,50.3亿,10.8亿,1.46,8.50亿,370亿
72,600086,东方金钰,4.59,-65.47,1.98,37,48.5亿,-64.47,24.6亿,-8867万,-0.05,105亿,-8867万,2.32,-128.32,11.1亿,0.82,20.42,122亿,105亿,1.98亿,4214万,74.17,6.33亿,90.7亿,75.3亿,15.5亿,0.47,-7099万,62.0亿
73,600087,退市长油,----,----,----,10,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
74,600088,中视传媒,8.8,33.9,3.06,14,35.0亿,-0.8,4.90亿,1.09亿,0.19,9.54亿,1.09亿,2.87,16.84,3.47亿,0.87,36.17,15.1亿,9.54亿,3.45亿,0,21.89,2.54亿,3.30亿,3.30亿,0,0.64,7743万,35.0亿
75,600089,特变电工,7.39,10.62,0.94,38,274亿,0.34,282亿,25.0亿,0.52,512亿,25.7亿,7.85,4.46,130亿,3.49,20.28,919亿,512亿,248亿,36.8亿,59.41,111亿,546亿,376亿,170亿,2.99,19.4亿,275亿
76,600090,同济堂,5.53,14.82,1.28,21,38.9亿,14.83,79.7亿,5.88亿,0.28,65.0亿,5.87亿,4.32,0.18,28.4亿,1.97,13.03,88.9亿,65.0亿,11.5亿,4.70亿,27.26,25.9亿,24.2亿,19.8亿,4.42亿,1.8,4.03亿,79.6亿
77,600091,ST明科,3.9,-241.2,1.92,34,13.1亿,14.24,5038万,-538万,-0.01,7.83亿,-530万,2.03,-139.98,-12.8亿,-2.93,1.33,11.7亿,7.83亿,1089万,1.05亿,24.18,16.7亿,2.84亿,4760万,2.36亿,3.82,-530万,17.1亿
78,600092,S*ST精密,----,----,----,2,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
79,600093,易见股份,8.13,10.11,1.31,19,91.3亿,22.53,124亿,8.71亿,0.6,123亿,8.71亿,6.19,10.41,15.9亿,1.41,5.45,137亿,123亿,7578万,302万,44.63,40.4亿,61.1亿,50.4亿,10.7亿,3.6,6.77亿,91.3亿
80,600094,大名城,3.74,124.81,0.8,7,85.1亿,71.19,70.1亿,8948万,0.02,443亿,1.74亿,4.7,-91.53,31.4亿,1.27,33.92,542亿,443亿,6.34亿,71.4万,76.89,58.3亿,417亿,292亿,124亿,2.36,5563万,92.6亿
81,600095,哈高科,4.05,-415.42,2.01,7,14.6亿,9.49,1.35亿,218万,-0.01,4.79亿,217万,2.01,-142.9,6166万,0.17,36.05,10.4亿,4.79亿,1.77亿,2708万,28.07,2.67亿,2.93亿,2.54亿,3959万,0.74,-264万,14.6亿
82,600096,云天化,5.15,61.54,1.69,36,57.8亿,-20.12,367亿,3.33亿,0.06,351亿,3.52亿,3.05,294.69,-30.9亿,-2.34,14.98,661亿,351亿,217亿,40.4亿,91.22,54.0亿,603亿,533亿,69.8亿,4.08,8293万,68.1亿
83,600097,开创国际,10.49,15.47,1.55,39,21.3亿,11.31,14.3亿,1.42亿,0.51,12.2亿,1.39亿,6.77,347.19,4.95亿,2.05,40.09,20.0亿,12.2亿,5.48亿,1.07亿,17.07,6.12亿,3.41亿,3.12亿,2882万,2.54,1.23亿,25.3亿
84,600098,广州发展,5.75,18.24,0.96,9,157亿,7.11,188亿,9.67亿,0.24,105亿,9.65亿,6.01,8.76,61.0亿,2.24,9.92,383亿,105亿,153亿,8.12亿,48.78,39.5亿,187亿,102亿,85.0亿,1.45,6.45亿,157亿
85,600099,林海股份,6.14,4864.72,2.86,40,13.5亿,14.06,3.69亿,78.7万,0,4.46亿,96.1万,2.15,-91.16,2378万,0.11,11.29,6.23亿,4.46亿,1.35亿,2154万,24.37,2.03亿,1.52亿,1.52亿,0,0.93,20.7万,13.5亿
86,600100,同方股份,10.11,-39.26,1.5,41,300亿,0.66,166亿,-3.81亿,-0.19,332亿,-3.76亿,6.75,-210.63,66.3亿,2.24,22.94,660亿,332亿,36.1亿,13.5亿,64.15,94.0亿,424亿,289亿,134亿,3.17,-5.72亿,300亿
87,600101,明星电力,6.96,16.12,1.04,9,22.6亿,8.62,12.1亿,1.16亿,0.32,7.74亿,1.15亿,6.69,12.08,12.2亿,3.76,15.6,31.4亿,7.74亿,18.5亿,1.50亿,30.73,4.87亿,9.64亿,6.43亿,3.21亿,1.5,1.05亿,22.6亿
88,600102,莱钢股份,----,----,----,5,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
89,600103,青山纸业,2.77,21.39,1.42,28,29.4亿,13.96,22.6亿,2.28亿,0.1,31.7亿,2.19亿,1.96,70.84,1.46亿,0.08,20.94,50.6亿,31.7亿,12.9亿,3.70亿,26.96,13.5亿,13.6亿,12.3亿,1.33亿,0.76,1.72亿,49.1亿
90,600104,上汽集团,25.17,7.97,1.27,6,2895亿,10.97,6747亿,430亿,2.37,4174亿,436亿,19.75,12.31,1108亿,9.49,13.37,7343亿,4174亿,654亿,126亿,61.97,548亿,4551亿,3782亿,769亿,4.69,277亿,2941亿
91,600105,永鼎股份,5.16,45.44,2.42,42,63.9亿,32.34,22.4亿,8496万,0.09,28.0亿,1.34亿,2.13,-36.63,6.77亿,0.54,11.96,52.1亿,28.0亿,5.56亿,1.16亿,41.72,5.46亿,21.7亿,19.4亿,2.32亿,0.44,1.07亿,64.7亿
92,600106,重庆路桥,3.15,12.05,0.97,3,34.6亿,0.98,1.81亿,2.34亿,0.2,12.9亿,2.34亿,3.24,-6.67,16.0亿,1.46,86.6,65.7亿,12.9亿,1.81亿,0,45.86,5429万,30.1亿,11.3亿,18.8亿,0.05,2.15亿,34.6亿
93,600107,美尔雅,6.45,-451.32,4.21,29,23.2亿,4.21,3.10亿,-482万,-0.01,6.37亿,-476万,1.53,38.79,-1084万,-0.03,39.98,13.4亿,6.37亿,1.29亿,5242万,56.09,1.79亿,7.51亿,7.10亿,4110万,0.5,-386万,23.2亿
94,600108,亚盛集团,2.71,63.16,1.11,39,52.8亿,12.12,14.1亿,6371万,0.03,35.7亿,6692万,2.44,1.36,18.8亿,0.97,24.68,82.0亿,35.7亿,12.8亿,27.8亿,41.6,5.31亿,34.1亿,17.3亿,16.8亿,0.27,6266万,52.8亿
95,600109,国金证券,7.9,25.23,1.24,12,239亿,-21.51,25.0亿,9.22亿,0.23,0,9.77亿,6.37,-19.17,56.2亿,1.86,0,457亿,0,6349万,5373万,57.69,78.5亿,264亿,0,0,2.6,7.10亿,239亿
96,600110,诺德股份,4.17,59.19,2.3,43,48.0亿,-7.18,17.7亿,1.03亿,0.05,37.8亿,1.07亿,1.81,-62.84,1.76亿,0.15,25.3,72.1亿,37.8亿,19.1亿,2.33亿,66.51,6.79亿,47.9亿,36.9亿,11.0亿,0.59,6078万,48.0亿
97,600111,北方稀土,9.06,65.07,3.63,44,329亿,31.34,93.2亿,5.55亿,0.1,174亿,5.65亿,2.5,8.67,38.5亿,1.06,14.38,242亿,174亿,33.8亿,6.99亿,48.83,1.54亿,118亿,72.1亿,45.8亿,0.04,3.79亿,329亿
98,600112,天成控股,4.42,20.75,1.77,38,22.5亿,-12.75,4.17亿,7547万,0.16,10.2亿,7983万,2.49,384.38,1.66亿,0.33,24.18,26.2亿,10.2亿,2.82亿,2.60亿,51.5,5.56亿,13.5亿,12.6亿,8262万,1.09,8135万,22.5亿
99,600113,浙江东日,7.24,20.33,3.21,7,23.1亿,22.74,3.00亿,1.14亿,0.27,2.24亿,1.14亿,2.26,12.82,3.95亿,1.24,50.99,10.3亿,2.24亿,1.67亿,3.72亿,29.75,0,3.06亿,1.40亿,1.67亿,0,8511万,23.1亿
100,600114,东睦股份,6.61,12.86,1.62,45,41.9亿,15.59,15.0亿,3.00亿,0.39,13.8亿,3.00亿,4.09,18.61,5.90亿,0.91,33.13,33.7亿,13.8亿,12.0亿,2.41亿,16.52,13.5亿,5.57亿,4.98亿,5928万,2.09,2.49亿,42.7亿
101,600115,东方航空,5.08,12.28,1.27,4,498亿,13.38,879亿,57.6亿,0.31,210亿,63.1亿,4,-43.27,180亿,1.24,15.32,2396亿,210亿,1719亿,20.0亿,74.24,268亿,1779亿,770亿,1009亿,1.85,44.9亿,735亿
102,600116,三峡水利,7.55,32.19,2.66,9,75.0亿,8.26,8.25亿,1.92亿,0.18,10.4亿,1.93亿,2.84,-12.26,9.30亿,0.94,25.55,51.4亿,10.4亿,35.2亿,2375万,46.3,7.79亿,23.8亿,11.5亿,12.3亿,0.78,1.75亿,75.0亿
103,600117,西宁特钢,3.45,-4.69,1.41,5,25.6亿,20.97,50.8亿,-5.85亿,-0.55,73.2亿,-5.85亿,2.45,-257.42,-7.21亿,-0.69,7.22,248亿,73.2亿,99.3亿,7.75亿,87.4,20.4亿,217亿,164亿,52.6亿,1.95,-5.76亿,36.1亿
104,600118,中国卫星,19.18,63.25,4.25,15,227亿,13.41,45.3亿,3.33亿,0.23,98.0亿,3.34亿,4.51,5.16,23.7亿,2.01,14.35,122亿,98.0亿,11.8亿,5.46亿,47.06,16.4亿,57.5亿,55.5亿,1.95亿,1.39,2.69亿,227亿
105,600119,长江投资,7.59,-6.01,4.48,23,23.3亿,-62.52,8.55亿,-2.85亿,-0.95,11.0亿,-2.82亿,1.69,-1301.13,-1.79亿,-0.58,12.24,21.2亿,11.0亿,3.68亿,1.22亿,65.28,3.32亿,13.8亿,12.7亿,1.11亿,1.08,-2.91亿,23.3亿
106,600120,浙江东方,13.35,15.49,1.22,24,88.8亿,-6.58,67.3亿,7.82亿,0.65,78.9亿,7.93亿,10.98,-3.79,44.6亿,5.1,3.47,183亿,78.9亿,9899万,4.98亿,43.69,19.3亿,80.1亿,67.4亿,12.8亿,2.21,5.65亿,117亿
107,600121,郑州煤电,3.03,14,0.85,46,30.8亿,-18.85,36.5亿,5.16亿,0.16,55.3亿,5.44亿,3.57,-73.22,11.6亿,1.15,34.98,121亿,55.3亿,42.6亿,5.26亿,59.46,4.44亿,72.2亿,69.2亿,2.99亿,0.44,1.65亿,30.8亿
108,600122,宏图高科,3.77,-9.2,0.56,47,43.7亿,-13.4,122亿,-3.65亿,-0.31,128亿,-3.71亿,6.76,-176.28,26.4亿,2.28,3.58,182亿,128亿,6.53亿,4966万,54.93,21.2亿,100亿,93.5亿,6.57亿,1.83,-3.56亿,43.7亿
109,600123,兰花科创,6.66,5.77,0.75,46,76.1亿,6.49,63.2亿,11.8亿,0.87,56.3亿,12.4亿,8.9,33.22,66.6亿,5.83,41.45,252亿,56.3亿,67.5亿,60.0亿,57.74,2.65亿,146亿,114亿,31.6亿,0.23,9.88亿,76.1亿
110,600125,铁龙物流,7.12,17.08,1.67,23,93.0亿,40.93,120亿,5.41亿,0.31,53.0亿,5.53亿,4.27,46.92,35.5亿,2.72,6.21,94.9亿,53.0亿,35.1亿,3.93亿,41.1,1.58亿,39.0亿,35.0亿,3.98亿,0.12,4.08亿,93.0亿
111,600126,杭钢股份,4.65,7.34,0.86,5,56.0亿,-3.46,197亿,21.9亿,0.48,127亿,21.8亿,5.38,35.01,39.9亿,1.18,13.52,273亿,127亿,93.1亿,40.0亿,32.69,103亿,89.2亿,81.1亿,8.08亿,3.04,16.1亿,157亿
112,600127,金健米业,3.02,-82.92,2.63,39,19.4亿,9.69,21.9亿,-1978万,-0.03,11.6亿,-1550万,1.15,-293.77,-3.87亿,-0.6,11.29,21.2亿,11.6亿,5.86亿,2.15亿,61.77,4.66亿,13.1亿,11.6亿,1.45亿,0.73,-1753万,19.4亿
113,600128,弘业股份,8.22,-37.62,1.53,24,20.3亿,16.96,33.4亿,-3421万,-0.16,17.5亿,-3638万,5.36,-779.52,4.14亿,1.68,6.49,29.5亿,17.5亿,3.18亿,8714万,49.57,5.17亿,14.6亿,12.9亿,1.70亿,2.1,-4044万,20.3亿
114,600129,太极集团,8.72,24.86,1.51,22,37.2亿,16.91,77.4亿,2.54亿,0.26,70.6亿,2.49亿,5.78,87.19,6.07亿,1.09,42.03,122亿,70.6亿,23.1亿,11.9亿,73.45,20.5亿,89.4亿,69.1亿,20.3亿,3.68,1.47亿,48.6亿
115,600130,波导股份,3.96,65.15,3.47,42,30.4亿,-66.68,4.06亿,3446万,0.05,6.79亿,3501万,1.14,148.23,-4.18亿,-0.54,11.98,10.1亿,6.79亿,7831万,1311万,13.18,4.56亿,1.33亿,1.26亿,681万,0.59,3501万,30.4亿
116,600131,岷江水电,6.23,21.45,2.54,9,25.4亿,42.58,7.98亿,1.15亿,0.22,2.20亿,1.16亿,2.45,85.14,4.72亿,0.94,15.79,23.9亿,2.20亿,13.7亿,2270万,48.62,9714万,11.6亿,4.00亿,7.64亿,0.19,1.10亿,31.4亿
117,600132,重庆啤酒,29.09,27.45,12.12,25,141亿,8.81,29.2亿,4.85亿,0.79,16.8亿,4.87亿,2.4,21.7,4.49亿,0.93,41.13,34.9亿,16.8亿,12.5亿,2.67亿,65.64,0,22.9亿,16.9亿,6.05亿,0,3.85亿,141亿
118,600133,东湖高新,6.13,17.85,1.21,16,33.0亿,25.91,59.6亿,3.70亿,0.26,169亿,3.70亿,5.05,-74.55,13.8亿,1.9,15.5,234亿,169亿,8.41亿,11.0亿,78.98,12.7亿,185亿,132亿,53.2亿,1.76,1.87亿,44.5亿
119,600135,乐凯胶片,6.36,67.64,1.4,43,23.7亿,-0.28,14.2亿,2882万,0.07,16.5亿,3568万,4.55,-62.17,2.70亿,0.73,14.02,22.5亿,16.5亿,3.65亿,1.28亿,23.97,9.00亿,5.40亿,5.15亿,2427万,2.41,2630万,23.7亿
120,600136,当代明诚,8.37,23.5,1.5,14,28.8亿,225.58,13.3亿,1.32亿,0.27,61.4亿,1.32亿,5.57,160.03,4.09亿,0.84,39.72,108亿,61.4亿,2013万,3.72亿,62.18,16.9亿,66.9亿,38.5亿,28.3亿,3.47,1.30亿,40.8亿
121,600137,浪莎股份,13.43,45.05,2.65,29,13.1亿,10.55,2.20亿,2497万,0.22,4.84亿,2501万,5.07,5.54,4248万,0.44,21.03,6.16亿,4.84亿,7908万,3977万,20.03,3.42亿,1.23亿,1.22亿,111万,3.52,2174万,13.1亿
122,600138,中青旅,13.14,13.05,1.57,20,95.1亿,15.79,89.3亿,10.4亿,0.76,67.9亿,10.5亿,8.38,9.06,34.6亿,4.78,24.06,143亿,67.9亿,27.8亿,7.94亿,43.73,17.5亿,62.4亿,57.0亿,5.49亿,2.42,5.47亿,95.1亿
123,600139,西部资源,3.24,-44.41,5.67,6,21.4亿,16.21,2.10亿,-2484万,-0.05,14.5亿,-2594万,0.57,80.16,-7.45亿,-1.13,56.28,43.0亿,14.5亿,2.88亿,5.51亿,79.62,3.76亿,34.2亿,13.5亿,20.7亿,0.57,-3621万,21.4亿
124,600141,兴发集团,10.15,14.14,1.1,34,61.0亿,20.1,143亿,10.8亿,0.54,68.5亿,9.07亿,9.25,62.46,16.9亿,2.32,17.64,261亿,68.5亿,128亿,13.5亿,64.94,40.2亿,170亿,129亿,40.8亿,5.53,3.91亿,73.8亿
125,600143,金发科技,5.03,15.66,1.33,48,129亿,11.84,185亿,7.54亿,0.24,120亿,7.71亿,3.79,42.92,36.0亿,1.33,13.77,225亿,120亿,61.8亿,16.1亿,53.61,34.8亿,121亿,87.7亿,32.9亿,1.28,6.54亿,137亿
126,600145,*ST新亿,----,49.79,4.18,49,27.9亿,-95.39,1576万,-455万,0.03,3.37亿,4200万,0.45,1006.81,-23.7亿,-1.59,9.65,9.19亿,3.37亿,5.82亿,4023,27.34,15.1亿,2.51亿,1.21亿,1.30亿,1.02,4200万,27.9亿
127,600146,商赢环球,6.83,-53.52,1.04,29,13.7亿,30.67,18.7亿,-4323万,-0.1,20.7亿,-4469万,6.55,-162.88,-4440万,-0.09,35.88,43.9亿,20.7亿,9608万,2.33亿,29.95,26.3亿,13.2亿,9.12亿,4.04亿,5.59,-4498万,32.1亿
128,600148,长春一东,15.22,66.87,5.29,6,21.5亿,10.1,6.49亿,4604万,0.17,8.27亿,4565万,2.88,30.75,1.37亿,0.97,27.84,10.7亿,8.27亿,2.13亿,1400万,53.44,8912万,5.74亿,4.67亿,1.07亿,0.63,2416万,21.5亿
129,600149,ST坊展,5.12,-129.29,10.09,24,19.5亿,61.84,3063万,-1123万,-0.03,1.81亿,-1135万,0.51,-107.94,-3.40亿,-0.89,0.34,3.19亿,1.81亿,1131万,0,39.44,1.06亿,1.26亿,1.25亿,92.4万,0.28,-1129万,19.5亿
130,600150,*ST船舶,13.75,45.89,1.27,31,189亿,-8.73,112亿,3.97亿,0.22,297亿,4.12亿,10.83,206.58,63.2亿,4.59,10.8,456亿,297亿,80.6亿,11.0亿,55.22,65.7亿,252亿,164亿,88.3亿,4.77,3.10亿,189亿
131,600151,航天机电,4.35,-19.33,1.13,50,60.4亿,15.34,50.0亿,-2.35亿,-0.17,65.3亿,-2.27亿,3.84,0.79,-8.94亿,-0.62,11.64,141亿,65.3亿,42.0亿,6.47亿,55.85,46.9亿,78.9亿,64.0亿,14.9亿,3.27,-2.42亿,62.4亿
